[2021-02-11T13:37:26.598] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:37:48.361] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:37:48.365] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:37:53.783] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:37:53.786] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:38:07.786] [ERROR] main -  [ERROR] [database]: could not create user collection Error
[2021-02-11T13:38:07.792] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:38:25.093] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:38:25.095] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:40:32.259] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:40:32.263] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:41:29.391] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:41:29.393] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:41:41.177] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T13:41:41.179] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:15:22.874] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:15:22.876] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:22:25.032] [ERROR] main -  [ERROR] [database]: could not create user collection Error
[2021-02-11T14:22:25.036] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:22:44.688] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'collInfo' of undefined
[2021-02-11T14:22:44.693] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:22:48.782] [ERROR] main -  [ERROR] [database]: could not create user collection Error
[2021-02-11T14:22:48.787] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:23:45.334] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:23:45.337] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:24:45.269] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:24:45.272] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:24:52.180] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:24:52.183] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:30:50.029] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:30:50.032] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:31:01.151] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:31:01.153] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:31:55.666] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:31:55.669] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:32:15.174] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:32:15.176] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:32:40.058] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:32:40.061] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:33:02.085] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:33:02.088] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:33:11.276] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:33:11.279] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:34:06.339] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'close' of undefined
[2021-02-11T14:34:06.342] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:34:20.696] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'close' of undefined
[2021-02-11T14:34:20.701] [ERROR] main -  [ERROR] [database]: could not create posts collection TypeError: Cannot read property 'success' of undefined
[2021-02-11T14:55:36.483] [ERROR] main -  [ERROR] [database]: could not create user collection TypeError: Cannot read property 'success' of undefined
